unit,feature_set,feature_count,occurrence_model,quantity_model,threshold,occurrence_pr_auc,occurrence_precision,occurrence_recall,occurrence_f1,occurrence_brier,occurrence_positive_prediction_rate,quantity_mae,quantity_rmse,quantity_wape,quantity_bias
KG,candidate_with_weather,54,extra_trees,hist_gradient_boosting_poisson,0.4699999999999999,0.8647949635525345,0.7269701810436635,0.8602709514807814,0.7880230880230881,0.1379585924073311,0.525020967291026,1.8102661349496914,16.1875872772787,0.7991530712659204,-0.04653299406239293
KG,deployed_weather_removed,47,extra_trees,hist_gradient_boosting_poisson,0.4599999999999999,0.8647827660712948,0.7236339697169191,0.8657844990548205,0.7883525783547299,0.13740970007299227,0.5308219178082192,1.809554203712025,16.19553707433933,0.7988387848612161,-0.06662468310577803
ADT,candidate_with_weather,54,hist_gradient_boosting,hist_gradient_boosting_poisson,0.4799999999999999,0.6878593633508967,0.5609818789358694,0.7399559247330056,0.6381578947368421,0.18685427592631212,0.45343822843822845,1.3671066398774494,3.1893551735092265,1.1648815701026383,0.5139562007023942
ADT,deployed_weather_removed,47,hist_gradient_boosting,hist_gradient_boosting_poisson,0.4699999999999999,0.6887240732753952,0.5571500503524672,0.7502966604509239,0.6394567651520624,0.18705143361980453,0.46293706293706294,1.3625358599876558,3.209169368954868,1.1609869088528812,0.5004837952958335
