product_id,product_name,unit,first_sale,last_sale,positive_sales_days,total_quantity,median_positive_quantity,history_days,active_ratio,days_since_last_sale,current_status,segment
11552083,DANA CIKINTI YAG KG,KG,2024-04-17,2026-02-20,2,1742.2,871.1,675,0.002962962962962963,151,possibly_inactive,possibly_inactive
11559593,LEZITA PIL.SCHNITZEL 700 G,ADT,2023-01-01,2026-07-21,762,1446.0,1.0,1298,0.5870570107858244,0,active,continuous
11564968,$LEZITA PILIC IZGARA KANAT SOSLU KG,KG,2023-06-19,2023-11-22,43,109.328,1.886,157,0.27388535031847133,972,possibly_inactive,possibly_inactive
11564995,$LEZITA PILIC IZGARA TAVA SOSLU KG,KG,2023-06-20,2023-11-18,25,65.196,2.212,152,0.16447368421052633,976,possibly_inactive,possibly_inactive
11572557,$TORKU SALAM DANA MACAR 250 G,ADT,2023-01-05,2023-03-03,20,26.0,1.0,58,0.3448275862068966,1236,possibly_inactive,possibly_inactive
11574384,$ERSAN KAVURMA 150 G,ADT,2023-01-21,2023-12-07,23,34.0,1.0,321,0.07165109034267912,957,possibly_inactive,possibly_inactive
11583115,LEZITA PIL.NUGGET 700 G,ADT,2023-01-01,2026-07-21,834,1805.0,2.0,1298,0.6425269645608629,0,active,continuous
11607507,A.IPEK SUCUK KANGAL 350 G FERMENTE,ADT,2026-01-31,2026-07-06,25,32.0,1.0,157,0.1592356687898089,15,active,intermittent
11614809,$ERSAN FUME ET BLOK KG,KG,2023-01-02,2024-12-09,20,7.734,0.195,708,0.02824858757062147,589,possibly_inactive,possibly_inactive
11615689,$POLONEZ FIT YASAM DANA FUME ET 100 G,ADT,2023-01-07,2023-09-12,76,137.0,2.0,249,0.30522088353413657,1043,possibly_inactive,possibly_inactive
11644334,KOFTE IZGARA INEGOL KG,KG,2023-01-01,2026-07-21,1295,21235.168,12.618,1298,0.99768875192604,0,active,continuous
11663714,LEZITA PIL.IZG.FILETO AC YE 120 G,ADT,2023-01-03,2026-07-15,589,1515.0,2.0,1290,0.4565891472868217,6,active,intermittent
11722993,$TORKU SALAM DANA FISTIKLI 50 G,ADT,2023-01-08,2023-03-18,27,58.0,1.0,70,0.38571428571428573,1221,possibly_inactive,possibly_inactive
11730107,BOLEZ P.TAB.KOK KANAT KG,KG,2024-11-24,2025-03-07,2,0.6940000000000001,0.34700000000000003,104,0.019230769230769232,501,possibly_inactive,possibly_inactive
11738746,PINAR SOSIS HINDI UZUN 430 G,ADT,2023-01-01,2026-07-21,901,1920.0,2.0,1298,0.6941448382126348,0,active,continuous
11751004,BOLEZ P.POSET PILIC KG,KG,2023-01-03,2026-07-21,716,3079.629,3.6879999999999997,1296,0.5524691358024691,0,active,continuous
11762180,$PINARET H.BOYUN KG TAZE,KG,2023-01-01,2023-01-12,8,9.902,1.1139999999999999,12,0.6666666666666666,1286,possibly_inactive,new_short_history
11762181,$PINARET H.GERDAN KG,KG,2023-04-13,2023-04-30,9,17.716,1.662,18,0.5,1178,possibly_inactive,new_short_history
11771852,$PINARET H.FILETO KG,KG,2023-01-01,2023-05-02,26,32.688,1.119,122,0.21311475409836064,1176,possibly_inactive,possibly_inactive
11771854,$PINARET H.KEMIKSIZ UST BUT KG,KG,2023-01-06,2023-04-30,20,24.914,0.975,115,0.17391304347826086,1178,possibly_inactive,possibly_inactive
11771855,$PINARET HINDI YUREK KG,KG,2023-01-03,2023-04-26,18,27.08,1.214,114,0.15789473684210525,1182,possibly_inactive,possibly_inactive
11771857,$PINARET H.BUT KUSBASI KG,KG,2023-01-01,2023-04-28,17,23.458,0.666,118,0.1440677966101695,1180,possibly_inactive,possibly_inactive
11771858,$PINARET H.CIGER KG,KG,2023-04-20,2023-04-30,5,2.74,0.546,11,0.45454545454545453,1178,possibly_inactive,new_short_history
11771860,$PINARET H.BUTUN POSETLI KG,KG,2024-09-22,2025-05-11,2,0.836,0.418,232,0.008620689655172414,436,possibly_inactive,possibly_inactive
11771905,HINDI BUTUN KG (PARCA BARKOD),KG,2023-12-31,2025-12-31,9,740.327,23.102,732,0.012295081967213115,202,possibly_inactive,possibly_inactive
11779883,DANA SINIR KG,KG,2023-03-26,2023-03-26,1,0.092,0.092,1,1.0,1213,possibly_inactive,new_short_history
11797633,NAMET FUME PILIC 150 G PKT,ADT,2023-01-02,2026-07-18,320,541.0,1.0,1294,0.2472952086553323,3,active,intermittent
11860883,CUMHURIYET SUCUK VAKUMLU FERMENTE 220 G,ADT,2023-09-09,2026-07-15,380,559.0,1.0,1041,0.36503362151777136,6,active,intermittent
11860889,SAKATAT DANA BOBREK KG,KG,2024-06-17,2026-07-18,50,57.41,0.8220000000000001,762,0.06561679790026247,3,active,sparse
11860890,SAKATAT KUZU DALAK KG,KG,2023-06-17,2023-06-18,2,0.99,0.495,2,1.0,1129,possibly_inactive,new_short_history
11891307,BANVIT P.SUCUK BATON 450 G,ADT,2023-03-19,2026-04-12,368,577.0,1.0,1121,0.328278322925959,100,possibly_inactive,possibly_inactive
11895742,NAMET SUCUK DANA KANGAL FERMENTE KG,KG,2023-01-02,2026-03-05,511,1079.454,0.768,1159,0.44089732528041414,138,possibly_inactive,possibly_inactive
11896072,$POLONEZ PASTIRMA CEMENSIZ ELIT 110 G,ADT,2023-01-17,2023-04-16,29,37.0,1.0,90,0.32222222222222224,1192,possibly_inactive,possibly_inactive
11900652,LEZITA PIL.KEBAP ACILI 400 G,ADT,2023-01-04,2026-07-10,136,198.0,1.0,1284,0.1059190031152648,11,active,intermittent
11900654,LEZITA PIL.DONER 200 G,ADT,2023-01-01,2026-07-20,874,2768.0,3.0,1297,0.6738627602158828,1,active,continuous
11901143,OVUN DANA BOBREK 300 G MAP,ADT,2023-04-01,2025-03-07,170,300.0,1.5,707,0.24045261669024046,501,possibly_inactive,possibly_inactive
11901145,OVUN KUZU CIGER 250 G MAP,ADT,2023-04-11,2026-03-17,302,691.0,2.0,1072,0.28171641791044777,126,possibly_inactive,possibly_inactive
11901146,OVUN KUZU YUREK 250 G MAP,ADT,2023-04-05,2024-04-20,44,60.0,1.0,382,0.11518324607329843,822,possibly_inactive,possibly_inactive
11901152,OVUN ET DANA ISKEMBE PIS. 200 G MAP,ADT,2023-01-01,2025-02-20,62,82.0,1.0,782,0.0792838874680307,516,possibly_inactive,possibly_inactive
11901154,OVUN KELLE PACA PISMIS 200 G MAP,ADT,2023-01-01,2025-03-09,335,591.0,1.0,799,0.4192740926157697,499,possibly_inactive,possibly_inactive
11918532,POLONEZ SUCUK DANA FERMENTE KG,KG,2023-01-01,2026-07-21,1281,4270.556,2.494,1298,0.9869029275808937,0,active,continuous
11960352,$ERSAN PASTIRMA DILIMLI SECME KG,KG,2023-01-18,2024-01-04,7,1.384,0.22,352,0.019886363636363636,929,possibly_inactive,possibly_inactive
11998836,$ERSAN SUCUK EVLIK FERMENTE 400 G,ADT,2023-01-01,2025-06-13,184,919.0,2.0,895,0.20558659217877095,403,possibly_inactive,possibly_inactive
11998839,ERSAN PASTIRMA CEMENSIZ 130 G,ADT,2023-01-13,2024-06-15,12,14.0,1.0,520,0.023076923076923078,766,possibly_inactive,possibly_inactive
12003423,ERSAN SALAM MACAR MINI 250 G,ADT,2023-01-13,2026-07-21,255,313.0,1.0,1286,0.19828926905132194,0,active,intermittent
12003427,$ERSAN KAVURMA KONSERVE 160 G,ADT,2023-01-11,2024-08-25,26,48.0,1.0,593,0.04384485666104553,695,possibly_inactive,possibly_inactive
12032295,SAKATAT KUZU AYAK ADET,ADT,2024-01-13,2024-09-21,3,3.0,1.0,253,0.011857707509881422,668,possibly_inactive,possibly_inactive
12036036,SAKATAT KUZU KELLE ADET,ADT,2023-02-20,2025-02-07,3,3.0,1.0,719,0.004172461752433936,529,possibly_inactive,possibly_inactive
12037085,NAMET 7/24 JAMBON PILIC 50 G,ADT,2023-01-14,2026-05-03,242,398.0,1.0,1206,0.20066334991708126,79,active,intermittent
12037086,MARET PRATIK SALAM DANA 50 G,ADT,2023-01-04,2026-07-21,305,656.0,2.0,1295,0.23552123552123552,0,active,intermittent
12037088,$POLONEZ MINI SUCUK K.BIBERLI 50 G,ADT,2023-01-01,2023-01-21,12,17.0,1.0,21,0.5714285714285714,1277,possibly_inactive,new_short_history
12047706,DANET SUCUK FERMENTE KANGAL 300 G,ADT,2023-02-18,2026-02-01,166,300.0,1.0,1080,0.1537037037037037,170,possibly_inactive,possibly_inactive
12076686,$SIL ERSAN DONER PILIC 300 G PKT,ADT,2023-01-20,2023-01-20,1,1.0,1.0,1,1.0,1278,possibly_inactive,new_short_history
12084983,OVUN DANA AYAK ADT DNK,ADT,2024-03-12,2024-03-12,1,3.0,3.0,1,1.0,861,possibly_inactive,new_short_history
12087660,SAKATAT DANA DAMAR  ISKEMBE PISMIS KG,KG,2025-12-14,2025-12-15,2,0.998,0.499,2,1.0,218,possibly_inactive,new_short_history
12185593,$POLONEZ SOSIS DANA UZUN 360 G,ADT,2023-01-05,2023-04-02,26,33.0,1.0,88,0.29545454545454547,1206,possibly_inactive,possibly_inactive
12185595,POLONEZ FUME HINDI GOGUS KG,KG,2023-01-01,2026-07-18,421,142.356,0.27,1295,0.3250965250965251,3,active,intermittent
12185596,POLONEZ FUME PILIC GOGUS KG,KG,2023-01-02,2026-07-18,225,78.738,0.31,1294,0.17387944358578053,3,active,intermittent
12198775,$A.IPEK KAVURMA 100 G (HAZIR DILIM),ADT,2025-12-27,2026-04-05,58,280.0,2.0,100,0.58,107,possibly_inactive,possibly_inactive
12219442,A.IPEK SUCUK DANA TEKLI FERMENTE KG,KG,2023-01-02,2026-05-09,136,77.448,0.475,1224,0.1111111111111111,73,active,intermittent
12219445,$A.IPEK SUCUK DANA BURGER 210 G,ADT,2023-01-11,2024-01-11,11,11.0,1.0,366,0.030054644808743168,922,possibly_inactive,possibly_inactive
12224300,$ERSAN SALAM HINDI 100 G (HAZIR DILIM),ADT,2023-11-04,2024-01-13,6,8.0,1.0,71,0.08450704225352113,920,possibly_inactive,possibly_inactive
12224815,$ERSAN SALAM HINDI ETLI  KG,KG,2023-01-07,2023-05-01,2,0.794,0.397,115,0.017391304347826087,1177,possibly_inactive,possibly_inactive
12225394,$POLONEZ SUCUK FERMENTE 240  G,ADT,2023-04-06,2024-11-13,62,76.0,1.0,588,0.1054421768707483,615,possibly_inactive,possibly_inactive
12285327,$POLONEZ SOSIS DANA FRANKFURTER KG,KG,2023-01-08,2024-06-14,49,26.59,0.372,524,0.09351145038167939,767,possibly_inactive,possibly_inactive
12285328,$POLONEZ SOSIS DANA BRATWURST KG,KG,2023-01-02,2023-09-21,27,11.024000000000001,0.304,263,0.10266159695817491,1034,possibly_inactive,possibly_inactive
12319354,POLONEZ SALAM DANA MORTADELLA KG,KG,2023-01-01,2026-07-21,145,30.27,0.17,1298,0.11171032357473036,0,active,intermittent
12319367,POLONEZ JAMBON HINDI KG,KG,2023-01-29,2026-07-17,168,43.922,0.23399999999999999,1266,0.13270142180094788,4,active,intermittent
12319368,POLONEZ KURU ET HINDI KG,KG,2023-01-08,2026-01-29,89,25.316,0.242,1118,0.07960644007155634,173,possibly_inactive,possibly_inactive
12322200,POLONEZ CHEF SUCUK HINDI 750 G,ADT,2023-01-08,2024-12-20,49,56.0,1.0,713,0.06872370266479663,578,possibly_inactive,possibly_inactive
12322879,POLONEZ CHEF SALAM DANA DILIMLI 300 G,ADT,2023-01-02,2024-08-18,41,53.0,1.0,595,0.06890756302521009,702,possibly_inactive,possibly_inactive
12323201,$LEZITA FARMELIA DOGAL PILIC K.BUT KG,KG,2026-05-28,2026-05-28,1,0.144,0.144,1,1.0,54,active,new_short_history
12323442,$A.IPEK FUME ROASTBEEF 100 G,ADT,2023-01-01,2023-01-01,1,1.0,1.0,1,1.0,1297,possibly_inactive,new_short_history
12323467,$CUMHURIYET PASTIRMA CEMENSIZ 75 G,ADT,2023-01-01,2023-11-09,221,2950.0,6.0,313,0.7060702875399361,985,possibly_inactive,possibly_inactive
12325972,$POLONEZ FIT YASAM JAMBON DANA 150 G,ADT,2023-01-12,2023-11-23,102,149.0,1.0,316,0.3227848101265823,971,possibly_inactive,possibly_inactive
12336204,$A.IPEK FUME KABURGA  KG,KG,2023-12-16,2023-12-16,1,0.524,0.524,1,1.0,948,possibly_inactive,new_short_history
12339350,$BOLEZ P.KOYLUM POSET BUTUN KG DONUK,KG,2025-09-29,2025-11-15,2,0.9179999999999999,0.45899999999999996,48,0.041666666666666664,248,possibly_inactive,possibly_inactive
12347237,$KASTAMONU ALA GELENEKSEL SUCUK KG,KG,2024-07-19,2024-07-19,1,0.16,0.16,1,1.0,732,possibly_inactive,new_short_history
12347238,$KASTAMONU ALA GELENEKSEL PASTIRMA KG,KG,2023-04-07,2023-04-07,1,0.09,0.09,1,1.0,1201,possibly_inactive,new_short_history
12347239,$OVUN KUZU DALAK KG MAP DNK,KG,2023-03-30,2023-03-30,1,0.494,0.494,1,1.0,1209,possibly_inactive,new_short_history
12347245,OVUN DANA DALAK KG MAP,KG,2024-12-07,2024-12-13,3,1.864,0.482,7,0.42857142857142855,585,possibly_inactive,new_short_history
12354654,$BASYAZICI SUCUK EVLIK FERMENTE KG,KG,2024-03-13,2024-04-22,3,0.898,0.324,41,0.07317073170731707,820,possibly_inactive,possibly_inactive
12354670,$A.IPEK FUME ANTRIKOT KG,KG,2026-07-17,2026-07-17,1,0.114,0.114,1,1.0,4,active,new_short_history
12354677,$BASYAZICI SOSIS DANA FRANKFURTHER KG,KG,2023-02-25,2024-07-15,13,5.498,0.37,507,0.02564102564102564,736,possibly_inactive,possibly_inactive
12354683,BOLEZ ROASTER YILBASI POSET PILIC KG,KG,2024-12-27,2024-12-30,4,23.248,6.218,4,1.0,568,possibly_inactive,new_short_history
12472837,NAMET SUCUK DANA DILIMLI  500 G,ADT,2023-01-15,2025-11-17,27,28.0,1.0,1038,0.02601156069364162,246,possibly_inactive,possibly_inactive
12472839,NAMET JAMBON DANA DILIMLI 300 G,ADT,2023-08-23,2023-10-09,3,3.0,1.0,48,0.0625,1016,possibly_inactive,possibly_inactive
12494239,$LEZITA PILIC SOSLU KELEBEK KG,KG,2023-06-21,2023-07-10,7,14.758,1.06,20,0.35,1107,possibly_inactive,new_short_history
12494297,$A.IPEK SUCUK DANA VALENTINA 450 G,ADT,2023-10-25,2024-01-19,7,7.0,1.0,87,0.08045977011494253,914,possibly_inactive,possibly_inactive
12510642,POLONEZ MINI JAMBON PILIC 60 G,ADT,2023-01-01,2026-07-18,421,901.0,2.0,1295,0.3250965250965251,3,active,intermittent
12510645,POLONEZ MINI FUME PILIC 60 G,ADT,2023-01-01,2026-07-14,602,1716.0,2.0,1291,0.46630518977536795,7,active,intermittent
12510646,POLONEZ MINI SALAM PILIC 60 G,ADT,2023-01-07,2026-07-12,350,840.0,2.0,1283,0.2727981293842556,9,active,intermittent
12511165,$BANVİT P.CITIR KANAT 300 G,ADT,2023-03-19,2023-08-22,15,21.0,1.0,157,0.09554140127388536,1064,possibly_inactive,possibly_inactive
12511166,$BANVİT P.CITIR KÜPLERİ 225 G,ADT,2023-03-24,2023-06-21,19,27.0,1.0,90,0.2111111111111111,1126,possibly_inactive,possibly_inactive
12511167,$BANVİT P.CITIR PARMAK 225 G,ADT,2023-03-20,2023-08-20,32,51.0,1.0,154,0.2077922077922078,1066,possibly_inactive,possibly_inactive
12517779,LEZITA PIL. IZGARA KOFTE 300G,ADT,2023-01-08,2026-07-20,168,239.0,1.0,1290,0.13023255813953488,1,active,intermittent
12531326,$POLONEZ FIT YASAM FUME PILIC 150 G,ADT,2023-01-02,2024-11-14,193,342.0,1.0,683,0.28257686676427524,614,possibly_inactive,possibly_inactive
12592618,$A.IPEK SUCUK DANA 400+225G=625G AV.PKT,ADT,2024-02-29,2024-05-12,66,297.0,3.5,74,0.8918918918918919,800,possibly_inactive,possibly_inactive
12601676,NAMET 7/24 SUCUK DANA 80 G,ADT,2023-08-14,2023-10-20,13,18.0,1.0,68,0.19117647058823528,1005,possibly_inactive,possibly_inactive
12602282,NAMET 7/24 FUME PILIC 50 G,ADT,2023-01-07,2026-07-13,339,767.0,2.0,1284,0.26401869158878505,8,active,intermittent
12641473,$LEZITA PILIC FESLEGENLI SOTE KG,KG,2025-06-07,2025-06-07,1,0.192,0.192,1,1.0,409,possibly_inactive,new_short_history
12649038,DANET SUCUK PILIC DILIMLI 250 G,ADT,2023-02-20,2026-03-21,75,86.0,1.0,1126,0.06660746003552398,122,possibly_inactive,possibly_inactive
12668772,EGE CIG.DANA BEYIN ADT MAP,ADT,2025-03-08,2026-07-08,69,82.0,1.0,488,0.1413934426229508,13,active,intermittent
12668773,EGE CIG.DANA ISKEMBE KUSBASI 500 G MAP,ADT,2025-03-08,2026-07-19,266,612.0,2.0,499,0.533066132264529,2,active,continuous
12668774,EGE CIG.DANA KELLE PACA 200 G MAP,ADT,2025-03-12,2026-07-20,116,178.0,1.0,496,0.23387096774193547,1,active,intermittent
12674038,EGE CIG.DANA CIGER DOGRANMIS KG MAP EDT,KG,2025-07-23,2025-10-06,5,4.81,0.716,76,0.06578947368421052,288,possibly_inactive,possibly_inactive
12687486,$TORKU SOSIS DANA KOKTEYL 175 G,ADT,2023-08-05,2024-05-17,31,40.0,1.0,287,0.10801393728222997,795,possibly_inactive,possibly_inactive
12698478,A.IPEK SUCUK MANDA FERMENTE 300 G,ADT,2023-01-06,2026-05-07,39,46.0,1.0,1218,0.03201970443349754,75,active,sparse
12728244,BOLEZ P.KOYLUM BONFILE KG MAP,KG,2023-11-05,2026-07-21,215,558.446,2.346,990,0.21717171717171718,0,active,intermittent
12728246,BOLEZ P.KOYLUM KALCALI BUT KG MAP,KG,2025-08-30,2026-07-21,219,430.702,1.744,326,0.6717791411042945,0,active,continuous
12728247,BOLEZ P.KOYLUM IZG KANAT KG MAP,KG,2025-08-30,2026-07-20,214,496.702,1.68,325,0.6584615384615384,1,active,continuous
12788701,KOFTE PIDELI 300 G ADET,ADT,2023-01-01,2026-07-21,1288,12252.0,8.0,1298,0.9922958397534669,0,active,continuous
12852886,DOYFARM PIL.NUGGET 500 G AV.PKT,ADT,2023-01-03,2026-01-18,181,281.0,1.0,1112,0.16276978417266186,184,possibly_inactive,possibly_inactive
12852887,DOYFARM PIL.SCHNITZEL 500 G AV.PKT,ADT,2023-01-03,2026-01-20,112,160.0,1.0,1114,0.10053859964093358,182,possibly_inactive,possibly_inactive
12852888,DOYFARM PIL.NUGGET 300 G,ADT,2023-01-04,2026-02-02,43,60.0,1.0,1126,0.03818827708703375,169,possibly_inactive,possibly_inactive
12852889,$SENPILIC PIL.SCHNITZEL 200G,ADT,2023-01-04,2023-09-22,23,28.0,1.0,262,0.08778625954198473,1033,possibly_inactive,possibly_inactive
12852890,$SENPILIC PIL.CORDON BLUE 200G,ADT,2023-01-14,2023-08-26,18,26.0,1.0,225,0.08,1060,possibly_inactive,possibly_inactive
12852891,$SENPILIC PIL.KOFTE KASAP 300 G,ADT,2023-01-01,2023-08-24,23,29.0,1.0,236,0.09745762711864407,1062,possibly_inactive,possibly_inactive
12854023,SENPILIC P.TAB.PIRZOLA KG,KG,2023-01-01,2026-07-21,1236,10159.872,6.323,1298,0.9522342064714946,0,active,continuous
12854024,SENPILIC P.POSET PILIC KG,KG,2023-01-02,2026-07-21,1067,6941.076,5.478,1297,0.8226676946800309,0,active,continuous
12854025,SENPILIC P.TAB.SIRTLI GOGUS KG,KG,2023-04-19,2023-10-01,6,6.614,0.949,166,0.03614457831325301,1024,possibly_inactive,possibly_inactive
12854026,SENPILIC P.TAB.KALCALI BUT KG,KG,2023-01-02,2026-07-21,1212,7185.145,5.345000000000001,1297,0.9344641480339244,0,active,continuous
12854027,SENPILIC P.TAB.BAGET KG,KG,2023-01-01,2026-07-20,1248,8892.595,6.303,1297,0.9622205088666153,1,active,continuous
12854028,SENPILIC P.TAB.FILETO KG,KG,2023-01-01,2026-07-21,1270,16371.461,9.527000000000001,1298,0.9784283513097073,0,active,continuous
12854029,SENPILIC P.TAB.IZGARA TAVA KG,KG,2023-01-01,2026-07-21,1258,11053.048,8.0,1298,0.9691833590138675,0,active,continuous
12854030,SENPILIC P.TAB.KANAT IZGARA KG,KG,2023-01-01,2026-07-21,1217,8699.803,6.222,1298,0.9375963020030816,0,active,continuous
12854031,SENPILIC P.TAB.KELEBEK KG,KG,2023-01-01,2026-07-21,968,3175.487,2.6390000000000002,1298,0.7457627118644068,0,active,continuous
12854032,SENPILIC P.TAB.BABY TAVA BONFILE KG,KG,2023-01-01,2026-07-21,1075,5977.431,5.264,1298,0.8281972265023112,0,active,continuous
12854033,SENPILIC P.TAB.KOK KANAT KG,KG,2023-01-01,2025-09-04,62,173.086,2.448,978,0.06339468302658487,320,possibly_inactive,possibly_inactive
12854034,SENPILIC P.TAB.YAPRAK KANAT KG,KG,2023-01-01,2026-04-07,806,3550.616,3.7809999999999997,1193,0.6756077116512993,105,possibly_inactive,possibly_inactive
12854035,SENPILIC P.TAB.CIGER KG,KG,2023-01-01,2026-07-20,1016,2857.89,2.548,1297,0.7833461835003855,1,active,continuous
12854036,SENPILIC P.TAB.TASLIK KG,KG,2023-11-19,2023-11-19,1,3.966,3.966,1,1.0,975,possibly_inactive,new_short_history
12854132,$SENPILIC PIL.KOFTE MISKET 280G,ADT,2023-02-26,2023-02-26,1,1.0,1.0,1,1.0,1241,possibly_inactive,new_short_history
12854133,$SENPILIC PIL.KOFTE PARMAK 260 G,ADT,2023-01-17,2023-03-22,10,10.0,1.0,65,0.15384615384615385,1217,possibly_inactive,possibly_inactive
12854134,$SENPILIC PIL.KEBAP ACILI 220 G,ADT,2023-01-01,2023-03-02,14,20.0,1.0,61,0.22950819672131148,1237,possibly_inactive,possibly_inactive
12854135,DOYFARM PIL.DONER 200 G,ADT,2023-01-02,2026-07-20,515,1486.0,2.0,1296,0.39737654320987653,1,active,intermittent
12855292,DOYFARM P.SOSIS KOKTEYL 1000 G,ADT,2023-01-04,2026-07-21,372,776.0,1.0,1295,0.28725868725868725,0,active,intermittent
12855295,DOYFARM P.SALAM 750 G,ADT,2023-01-01,2026-07-21,442,1293.0,1.0,1298,0.3405238828967643,0,active,intermittent
12855299,$SENPILIC P.SUCUK 250G+SALAM 200G AV.PKT,ADT,2023-01-18,2023-12-05,19,21.0,1.0,322,0.059006211180124224,959,possibly_inactive,possibly_inactive
12855304,DOYFARM P.SUCUK BATON 380 G,ADT,2023-02-17,2023-10-19,26,29.0,1.0,245,0.10612244897959183,1006,possibly_inactive,possibly_inactive
12856197,$DANET SUCUK FERMENTE EVLIK 400G,ADT,2023-03-18,2025-09-12,87,104.0,1.0,910,0.0956043956043956,312,possibly_inactive,possibly_inactive
12856198,DANET SUCUK DANA DILIMLI 250G,ADT,2023-03-13,2026-07-15,132,150.0,1.0,1221,0.10810810810810811,6,active,intermittent
12856200,DANET SALAM DANA MACAR 50 G,ADT,2023-02-19,2026-07-17,546,1723.0,2.0,1245,0.43855421686746987,4,active,intermittent
12856201,DANET SALAM DANA FISTIKLI 50 G,ADT,2023-02-23,2026-07-02,476,1165.0,2.0,1226,0.38825448613376834,19,active,intermittent
12856212,DANET SALAM HINDI 60 G,ADT,2023-02-20,2026-07-20,574,1992.0,2.0,1247,0.4603047313552526,1,active,intermittent
12856213,DANET FUME HINDI 60 G,ADT,2023-03-03,2026-07-21,546,1799.0,2.0,1237,0.4413904607922393,0,active,intermittent
12856214,DANET KAVURMA 100G,ADT,2023-02-18,2026-07-18,488,4093.0,4.0,1247,0.3913392141138733,3,active,intermittent
12856215,DANET PASTIRMA CEMENSIZ 70 G,ADT,2023-02-18,2026-07-21,368,747.0,1.0,1250,0.2944,0,active,intermittent
12856216,DANET FUME KABURGA 70 G,ADT,2023-02-18,2026-07-19,614,1753.0,2.0,1248,0.49198717948717946,2,active,intermittent
12859527,$A.IPEK SUCUK DANA FERMENTE 300 G,ADT,2023-01-25,2024-06-10,31,38.0,1.0,503,0.061630218687872766,771,possibly_inactive,possibly_inactive
12864460,SENPILIC P.EDT.CITIR BURGER 1020 G DNK,ADT,2024-12-12,2024-12-12,1,1.0,1.0,1,1.0,586,possibly_inactive,new_short_history
12864485,SENPILIC P.EDT.KOFTE KADINBUDU 1000G DNK,ADT,2023-01-05,2025-07-19,162,192.0,1.0,927,0.17475728155339806,367,possibly_inactive,possibly_inactive
12886992,ETENFES SOSIS FRANKFURTER KG CESITLERI,KG,2024-05-05,2024-05-05,1,0.536,0.536,1,1.0,807,possibly_inactive,new_short_history
12887023,ETENFES JAMBON DANA KG,KG,2023-02-11,2023-02-11,1,0.152,0.152,1,1.0,1256,possibly_inactive,new_short_history
12904236,$POLONEZ FIT YASAM FUME HINDI 150 G,ADT,2023-01-02,2024-12-30,427,1037.0,2.0,729,0.5857338820301783,568,possibly_inactive,possibly_inactive
12909812,SENPILIC ROASTER POSET PILIC KG,KG,2023-03-27,2026-02-26,27,344.317,8.94,1068,0.025280898876404494,145,possibly_inactive,possibly_inactive
12938118,$PINAR SUCUK KANGAL 300 G,ADT,2023-01-07,2024-05-05,63,76.0,1.0,485,0.12989690721649486,807,possibly_inactive,possibly_inactive
12938454,$PINAR SUCUK FERMENTE 300 G,ADT,2023-01-07,2025-07-24,178,811.0,1.0,930,0.1913978494623656,362,possibly_inactive,possibly_inactive
13051902,A.IPEK SUCUK DANA EVLIK SUCUK 220 G,ADT,2023-08-27,2023-08-27,1,1.0,1.0,1,1.0,1059,possibly_inactive,new_short_history
13051904,A.IPEK SUCUK DANA KANGAL  200 G,ADT,2023-02-07,2026-06-03,34,46.0,1.0,1213,0.028029678483099753,48,active,sparse
13052269,KOFTE HAMBURGER 300G ADET,ADT,2023-01-01,2026-07-21,1264,8847.0,6.0,1298,0.9738058551617874,0,active,continuous
13076480,PINAR SUCUK SOLEN 180 G,ADT,2023-01-02,2026-07-21,386,522.0,1.0,1297,0.29760986892829605,0,active,intermittent
13077060,$ERSAN FUME HINDI 100 G (HAZIR DILIM),ADT,2023-11-04,2025-04-27,43,54.0,1.0,541,0.07948243992606285,450,possibly_inactive,possibly_inactive
13080223,ERSAN KAVURMA 100 G (HAZIR DILIM),ADT,2023-01-01,2026-07-05,618,1828.0,2.0,1282,0.48205928237129486,16,active,intermittent
13080224,ERSAN PASTIRMA 100 G (HAZIR DILIM),ADT,2023-01-01,2026-07-11,976,5790.0,4.0,1288,0.7577639751552795,10,active,continuous
13082996,LEZITA PILIC BUT LALE KEMIKSIZ KG,KG,2023-01-01,2026-07-19,853,2873.012,2.55,1296,0.658179012345679,2,active,continuous
13087582,$ERSAN DONER PILIC 200 G,ADT,2023-01-01,2023-06-18,71,191.0,2.0,169,0.42011834319526625,1129,possibly_inactive,possibly_inactive
13102078,CUMHURIYET KAVURMA 90 G,ADT,2023-01-01,2026-06-23,288,1127.0,2.0,1270,0.22677165354330708,28,active,intermittent
13120214,$PINAR SUCUK ILLAKI FERMENTE 240 G,ADT,2023-02-03,2023-07-24,76,843.0,2.0,172,0.4418604651162791,1093,possibly_inactive,possibly_inactive
13172237,DANET FUME HINDI KG,KG,2024-05-31,2025-12-20,53,20.648,0.364,569,0.09314586994727592,213,possibly_inactive,possibly_inactive
13172238,DANET SUCUK FERMENTE 300G COGR.ISR.,ADT,2023-02-20,2026-07-20,879,4304.0,2.0,1247,0.7048917401764234,1,active,continuous
13172239,DANET SUCUK DANA BATON 300G,ADT,2023-02-21,2023-07-01,14,17.0,1.0,131,0.10687022900763359,1116,possibly_inactive,possibly_inactive
13186073,DANET FUME DANA KABURGA KG,KG,2024-06-29,2024-07-04,2,0.4,0.2,6,0.3333333333333333,747,possibly_inactive,new_short_history
