product_id,product_name,unit,first_sale,last_sale,active_sales_days,total_quantity,mean_positive_quantity,median_positive_quantity,max_positive_quantity,history_days,active_ratio,days_since_last_sale,segment
12323442,$A.IPEK FUME ROASTBEEF 100 G,ADT,2023-01-01,2023-01-01,1,1.0,1.0,1.0,1.0,1,1.0,1297,new_short_history
12323467,$CUMHURIYET PASTIRMA CEMENSIZ 75 G,ADT,2023-01-01,2023-11-09,221,2950.0,13.34841628959276,6.0,134.0,313,0.7060702875399361,985,possibly_inactive
12325972,$POLONEZ FIT YASAM JAMBON DANA 150 G,ADT,2023-01-12,2023-11-23,102,149.0,1.4607843137254901,1.0,4.0,316,0.3227848101265823,971,possibly_inactive
12336204,$A.IPEK FUME KABURGA  KG,KG,2023-12-16,2023-12-16,1,0.524,0.524,0.524,0.524,1,1.0,948,new_short_history
12339350,$BOLEZ P.KOYLUM POSET BUTUN KG DONUK,KG,2025-09-29,2025-11-15,2,0.9179999999999999,0.45899999999999996,0.45899999999999996,0.636,48,0.041666666666666664,248,possibly_inactive
12347237,$KASTAMONU ALA GELENEKSEL SUCUK KG,KG,2024-07-19,2024-07-19,1,0.16,0.16,0.16,0.16,1,1.0,732,new_short_history
12347238,$KASTAMONU ALA GELENEKSEL PASTIRMA KG,KG,2023-04-07,2023-04-07,1,0.09,0.09,0.09,0.09,1,1.0,1201,new_short_history
12347239,$OVUN KUZU DALAK KG MAP DNK,KG,2023-03-30,2023-03-30,1,0.494,0.494,0.494,0.494,1,1.0,1209,new_short_history
12347245,OVUN DANA DALAK KG MAP,KG,2024-12-07,2024-12-13,3,1.864,0.6213333333333334,0.482,0.936,7,0.42857142857142855,585,new_short_history
12354654,$BASYAZICI SUCUK EVLIK FERMENTE KG,KG,2024-03-13,2024-04-22,3,0.898,0.29933333333333334,0.324,0.378,41,0.07317073170731707,820,possibly_inactive
12354670,$A.IPEK FUME ANTRIKOT KG,KG,2026-07-17,2026-07-17,1,0.114,0.114,0.114,0.114,1,1.0,4,new_short_history
12354677,$BASYAZICI SOSIS DANA FRANKFURTHER KG,KG,2023-02-25,2024-07-15,13,5.498,0.42292307692307696,0.37,0.742,507,0.02564102564102564,736,possibly_inactive
12354683,BOLEZ ROASTER YILBASI POSET PILIC KG,KG,2024-12-27,2024-12-30,4,23.248,5.812,6.218,8.576,4,1.0,568,new_short_history
12472837,NAMET SUCUK DANA DILIMLI  500 G,ADT,2023-01-15,2025-11-17,27,28.0,1.037037037037037,1.0,2.0,1038,0.02601156069364162,246,possibly_inactive
12472839,NAMET JAMBON DANA DILIMLI 300 G,ADT,2023-08-23,2023-10-09,3,3.0,1.0,1.0,1.0,48,0.0625,1016,possibly_inactive
12494239,$LEZITA PILIC SOSLU KELEBEK KG,KG,2023-06-21,2023-07-10,7,14.758,2.108285714285714,1.06,6.02,20,0.35,1107,new_short_history
12494297,$A.IPEK SUCUK DANA VALENTINA 450 G,ADT,2023-10-25,2024-01-19,7,7.0,1.0,1.0,1.0,87,0.08045977011494253,914,possibly_inactive
12510642,POLONEZ MINI JAMBON PILIC 60 G,ADT,2023-01-01,2026-07-18,421,901.0,2.1401425178147266,2.0,14.0,1295,0.3250965250965251,3,intermittent
12510645,POLONEZ MINI FUME PILIC 60 G,ADT,2023-01-01,2026-07-14,602,1716.0,2.8504983388704317,2.0,19.0,1291,0.46630518977536795,7,intermittent
12510646,POLONEZ MINI SALAM PILIC 60 G,ADT,2023-01-07,2026-07-12,350,840.0,2.4,2.0,12.0,1283,0.2727981293842556,9,intermittent
12511165,$BANVİT P.CITIR KANAT 300 G,ADT,2023-03-19,2023-08-22,15,21.0,1.4,1.0,3.0,157,0.09554140127388536,1064,possibly_inactive
12511166,$BANVİT P.CITIR KÜPLERİ 225 G,ADT,2023-03-24,2023-06-21,19,27.0,1.4210526315789473,1.0,3.0,90,0.2111111111111111,1126,possibly_inactive
12511167,$BANVİT P.CITIR PARMAK 225 G,ADT,2023-03-20,2023-08-20,32,51.0,1.59375,1.0,4.0,154,0.2077922077922078,1066,possibly_inactive
12517779,LEZITA PIL. IZGARA KOFTE 300G,ADT,2023-01-08,2026-07-20,168,239.0,1.4226190476190477,1.0,6.0,1290,0.13023255813953488,1,intermittent
12531326,$POLONEZ FIT YASAM FUME PILIC 150 G,ADT,2023-01-02,2024-11-14,193,342.0,1.7720207253886011,1.0,7.0,683,0.28257686676427524,614,possibly_inactive
12592618,$A.IPEK SUCUK DANA 400+225G=625G AV.PKT,ADT,2024-02-29,2024-05-12,66,297.0,4.5,3.5,18.0,74,0.8918918918918919,800,possibly_inactive
12601676,NAMET 7/24 SUCUK DANA 80 G,ADT,2023-08-14,2023-10-20,13,18.0,1.3846153846153846,1.0,5.0,68,0.19117647058823528,1005,possibly_inactive
12602282,NAMET 7/24 FUME PILIC 50 G,ADT,2023-01-07,2026-07-13,339,767.0,2.262536873156342,2.0,12.0,1284,0.26401869158878505,8,intermittent
12641473,$LEZITA PILIC FESLEGENLI SOTE KG,KG,2025-06-07,2025-06-07,1,0.192,0.192,0.192,0.192,1,1.0,409,new_short_history
12649038,DANET SUCUK PILIC DILIMLI 250 G,ADT,2023-02-20,2026-03-21,75,86.0,1.1466666666666667,1.0,3.0,1126,0.06660746003552398,122,possibly_inactive
12668772,EGE CIG.DANA BEYIN ADT MAP,ADT,2025-03-08,2026-07-08,69,82.0,1.1884057971014492,1.0,2.0,488,0.1413934426229508,13,intermittent
12668773,EGE CIG.DANA ISKEMBE KUSBASI 500 G MAP,ADT,2025-03-08,2026-07-19,266,612.0,2.300751879699248,2.0,11.0,499,0.533066132264529,2,continuous
12668774,EGE CIG.DANA KELLE PACA 200 G MAP,ADT,2025-03-12,2026-07-20,116,178.0,1.5344827586206897,1.0,5.0,496,0.23387096774193547,1,intermittent
12674038,EGE CIG.DANA CIGER DOGRANMIS KG MAP EDT,KG,2025-07-23,2025-10-06,5,4.81,0.962,0.716,1.54,76,0.06578947368421052,288,possibly_inactive
12687486,$TORKU SOSIS DANA KOKTEYL 175 G,ADT,2023-08-05,2024-05-17,31,40.0,1.2903225806451613,1.0,3.0,287,0.10801393728222997,795,possibly_inactive
12698478,A.IPEK SUCUK MANDA FERMENTE 300 G,ADT,2023-01-06,2026-05-07,39,46.0,1.1794871794871795,1.0,2.0,1218,0.03201970443349754,75,sparse
12728244,BOLEZ P.KOYLUM BONFILE KG MAP,KG,2023-11-05,2026-07-21,215,558.446,2.5974232558139536,2.346,8.274,990,0.21717171717171718,0,intermittent
12728246,BOLEZ P.KOYLUM KALCALI BUT KG MAP,KG,2025-08-30,2026-07-21,219,430.702,1.966675799086758,1.744,7.212,326,0.6717791411042945,0,continuous
12728247,BOLEZ P.KOYLUM IZG KANAT KG MAP,KG,2025-08-30,2026-07-20,214,496.702,2.32103738317757,1.68,7.41,325,0.6584615384615384,1,continuous
12788701,KOFTE PIDELI 300 G ADET,ADT,2023-01-01,2026-07-21,1288,12252.0,9.512422360248447,8.0,33.0,1298,0.9922958397534669,0,continuous
12852886,DOYFARM PIL.NUGGET 500 G AV.PKT,ADT,2023-01-03,2026-01-18,181,281.0,1.5524861878453038,1.0,4.0,1112,0.16276978417266186,184,possibly_inactive
12852887,DOYFARM PIL.SCHNITZEL 500 G AV.PKT,ADT,2023-01-03,2026-01-20,112,160.0,1.4285714285714286,1.0,5.0,1114,0.10053859964093358,182,possibly_inactive
12852888,DOYFARM PIL.NUGGET 300 G,ADT,2023-01-04,2026-02-02,43,60.0,1.3953488372093024,1.0,4.0,1126,0.03818827708703375,169,possibly_inactive
12852889,$SENPILIC PIL.SCHNITZEL 200G,ADT,2023-01-04,2023-09-22,23,28.0,1.2173913043478262,1.0,4.0,262,0.08778625954198473,1033,possibly_inactive
12852890,$SENPILIC PIL.CORDON BLUE 200G,ADT,2023-01-14,2023-08-26,18,26.0,1.4444444444444444,1.0,3.0,225,0.08,1060,possibly_inactive
12852891,$SENPILIC PIL.KOFTE KASAP 300 G,ADT,2023-01-01,2023-08-24,23,29.0,1.2608695652173914,1.0,2.0,236,0.09745762711864407,1062,possibly_inactive
12854023,SENPILIC P.TAB.PIRZOLA KG,KG,2023-01-01,2026-07-21,1236,10159.872,8.219961165048543,6.323,106.348,1298,0.9522342064714946,0,continuous
12854024,SENPILIC P.POSET PILIC KG,KG,2023-01-02,2026-07-21,1067,6941.076,6.5052258669165886,5.478,118.592,1297,0.8226676946800309,0,continuous
12854025,SENPILIC P.TAB.SIRTLI GOGUS KG,KG,2023-04-19,2023-10-01,6,6.614,1.1023333333333334,0.949,1.976,166,0.03614457831325301,1024,possibly_inactive
12854026,SENPILIC P.TAB.KALCALI BUT KG,KG,2023-01-02,2026-07-21,1212,7185.145,5.928337458745875,5.345000000000001,30.42,1297,0.9344641480339244,0,continuous
12854027,SENPILIC P.TAB.BAGET KG,KG,2023-01-01,2026-07-20,1248,8892.595,7.1254767628205125,6.303,77.926,1297,0.9622205088666153,1,continuous
12854028,SENPILIC P.TAB.FILETO KG,KG,2023-01-01,2026-07-21,1270,16371.461,12.890914173228346,9.527000000000001,132.998,1298,0.9784283513097073,0,continuous
12854029,SENPILIC P.TAB.IZGARA TAVA KG,KG,2023-01-01,2026-07-21,1258,11053.048,8.7862066772655,8.0,41.716,1298,0.9691833590138675,0,continuous
12854030,SENPILIC P.TAB.KANAT IZGARA KG,KG,2023-01-01,2026-07-21,1217,8699.803,7.148564502875924,6.222,43.836,1298,0.9375963020030816,0,continuous
12854031,SENPILIC P.TAB.KELEBEK KG,KG,2023-01-01,2026-07-21,968,3175.487,3.280461776859504,2.6390000000000002,20.563,1298,0.7457627118644068,0,continuous
12854032,SENPILIC P.TAB.BABY TAVA BONFILE KG,KG,2023-01-01,2026-07-21,1075,5977.431,5.560400930232558,5.264,26.762,1298,0.8281972265023112,0,continuous
12854033,SENPILIC P.TAB.KOK KANAT KG,KG,2023-01-01,2025-09-04,62,173.086,2.791709677419355,2.448,8.092,978,0.06339468302658487,320,possibly_inactive
12854034,SENPILIC P.TAB.YAPRAK KANAT KG,KG,2023-01-01,2026-04-07,806,3550.616,4.405230769230769,3.7809999999999997,19.236,1193,0.6756077116512993,105,possibly_inactive
12854035,SENPILIC P.TAB.CIGER KG,KG,2023-01-01,2026-07-20,1016,2857.89,2.8128838582677163,2.548,14.294,1297,0.7833461835003855,1,continuous
12854036,SENPILIC P.TAB.TASLIK KG,KG,2023-11-19,2023-11-19,1,3.966,3.966,3.966,3.966,1,1.0,975,new_short_history
12854132,$SENPILIC PIL.KOFTE MISKET 280G,ADT,2023-02-26,2023-02-26,1,1.0,1.0,1.0,1.0,1,1.0,1241,new_short_history
12854133,$SENPILIC PIL.KOFTE PARMAK 260 G,ADT,2023-01-17,2023-03-22,10,10.0,1.0,1.0,1.0,65,0.15384615384615385,1217,possibly_inactive
12854134,$SENPILIC PIL.KEBAP ACILI 220 G,ADT,2023-01-01,2023-03-02,14,20.0,1.4285714285714286,1.0,3.0,61,0.22950819672131148,1237,possibly_inactive
12854135,DOYFARM PIL.DONER 200 G,ADT,2023-01-02,2026-07-20,515,1486.0,2.8854368932038836,2.0,18.0,1296,0.39737654320987653,1,intermittent
12855292,DOYFARM P.SOSIS KOKTEYL 1000 G,ADT,2023-01-04,2026-07-21,372,776.0,2.086021505376344,1.0,15.0,1295,0.28725868725868725,0,intermittent
12855295,DOYFARM P.SALAM 750 G,ADT,2023-01-01,2026-07-21,442,1293.0,2.925339366515837,1.0,46.0,1298,0.3405238828967643,0,intermittent
12855299,$SENPILIC P.SUCUK 250G+SALAM 200G AV.PKT,ADT,2023-01-18,2023-12-05,19,21.0,1.105263157894737,1.0,2.0,322,0.059006211180124224,959,possibly_inactive
12855304,DOYFARM P.SUCUK BATON 380 G,ADT,2023-02-17,2023-10-19,26,29.0,1.1153846153846154,1.0,2.0,245,0.10612244897959183,1006,possibly_inactive
12856197,$DANET SUCUK FERMENTE EVLIK 400G,ADT,2023-03-18,2025-09-12,87,104.0,1.1954022988505748,1.0,4.0,910,0.0956043956043956,312,possibly_inactive
12856198,DANET SUCUK DANA DILIMLI 250G,ADT,2023-03-13,2026-07-15,132,150.0,1.1363636363636365,1.0,2.0,1221,0.10810810810810811,6,intermittent
12856200,DANET SALAM DANA MACAR 50 G,ADT,2023-02-19,2026-07-17,546,1723.0,3.1556776556776556,2.0,24.0,1245,0.43855421686746987,4,intermittent
12856201,DANET SALAM DANA FISTIKLI 50 G,ADT,2023-02-23,2026-07-02,476,1165.0,2.447478991596639,2.0,16.0,1226,0.38825448613376834,19,intermittent
12856212,DANET SALAM HINDI 60 G,ADT,2023-02-20,2026-07-20,574,1992.0,3.470383275261324,2.0,23.0,1247,0.4603047313552526,1,intermittent
12856213,DANET FUME HINDI 60 G,ADT,2023-03-03,2026-07-21,546,1799.0,3.2948717948717947,2.0,26.0,1237,0.4413904607922393,0,intermittent
12856214,DANET KAVURMA 100G,ADT,2023-02-18,2026-07-18,488,4093.0,8.387295081967213,4.0,117.0,1247,0.3913392141138733,3,intermittent
12856215,DANET PASTIRMA CEMENSIZ 70 G,ADT,2023-02-18,2026-07-21,368,747.0,2.029891304347826,1.0,16.0,1250,0.2944,0,intermittent
12856216,DANET FUME KABURGA 70 G,ADT,2023-02-18,2026-07-19,614,1753.0,2.8550488599348536,2.0,20.0,1248,0.49198717948717946,2,intermittent
12859527,$A.IPEK SUCUK DANA FERMENTE 300 G,ADT,2023-01-25,2024-06-10,31,38.0,1.2258064516129032,1.0,3.0,503,0.061630218687872766,771,possibly_inactive
12864460,SENPILIC P.EDT.CITIR BURGER 1020 G DNK,ADT,2024-12-12,2024-12-12,1,1.0,1.0,1.0,1.0,1,1.0,586,new_short_history
12864485,SENPILIC P.EDT.KOFTE KADINBUDU 1000G DNK,ADT,2023-01-05,2025-07-19,162,192.0,1.1851851851851851,1.0,5.0,927,0.17475728155339806,367,possibly_inactive
12886992,ETENFES SOSIS FRANKFURTER KG CESITLERI,KG,2024-05-05,2024-05-05,1,0.536,0.536,0.536,0.536,1,1.0,807,new_short_history
12887023,ETENFES JAMBON DANA KG,KG,2023-02-11,2023-02-11,1,0.152,0.152,0.152,0.152,1,1.0,1256,new_short_history
12904236,$POLONEZ FIT YASAM FUME HINDI 150 G,ADT,2023-01-02,2024-12-30,427,1037.0,2.4285714285714284,2.0,15.0,729,0.5857338820301783,568,possibly_inactive
12909812,SENPILIC ROASTER POSET PILIC KG,KG,2023-03-27,2026-02-26,27,344.317,12.752481481481482,8.94,47.433,1068,0.025280898876404494,145,possibly_inactive
12938118,$PINAR SUCUK KANGAL 300 G,ADT,2023-01-07,2024-05-05,63,76.0,1.2063492063492063,1.0,3.0,485,0.12989690721649486,807,possibly_inactive
12938454,$PINAR SUCUK FERMENTE 300 G,ADT,2023-01-07,2025-07-24,178,811.0,4.556179775280899,1.0,78.0,930,0.1913978494623656,362,possibly_inactive
13051902,A.IPEK SUCUK DANA EVLIK SUCUK 220 G,ADT,2023-08-27,2023-08-27,1,1.0,1.0,1.0,1.0,1,1.0,1059,new_short_history
13051904,A.IPEK SUCUK DANA KANGAL  200 G,ADT,2023-02-07,2026-06-03,34,46.0,1.3529411764705883,1.0,3.0,1213,0.028029678483099753,48,sparse
13052269,KOFTE HAMBURGER 300G ADET,ADT,2023-01-01,2026-07-21,1264,8847.0,6.999208860759493,6.0,28.0,1298,0.9738058551617874,0,continuous
13076480,PINAR SUCUK SOLEN 180 G,ADT,2023-01-02,2026-07-21,386,522.0,1.3523316062176165,1.0,5.0,1297,0.29760986892829605,0,intermittent
13077060,$ERSAN FUME HINDI 100 G (HAZIR DILIM),ADT,2023-11-04,2025-04-27,43,54.0,1.255813953488372,1.0,3.0,541,0.07948243992606285,450,possibly_inactive
13080223,ERSAN KAVURMA 100 G (HAZIR DILIM),ADT,2023-01-01,2026-07-05,618,1828.0,2.957928802588997,2.0,21.0,1282,0.48205928237129486,16,intermittent
13080224,ERSAN PASTIRMA 100 G (HAZIR DILIM),ADT,2023-01-01,2026-07-11,976,5790.0,5.932377049180328,4.0,55.0,1288,0.7577639751552795,10,continuous
13082996,LEZITA PILIC BUT LALE KEMIKSIZ KG,KG,2023-01-01,2026-07-19,853,2873.012,3.368126611957796,2.55,25.614,1296,0.658179012345679,2,continuous
13087582,$ERSAN DONER PILIC 200 G,ADT,2023-01-01,2023-06-18,71,191.0,2.6901408450704225,2.0,14.0,169,0.42011834319526625,1129,possibly_inactive
13102078,CUMHURIYET KAVURMA 90 G,ADT,2023-01-01,2026-06-23,288,1127.0,3.9131944444444446,2.0,30.0,1270,0.22677165354330708,28,intermittent
13120214,$PINAR SUCUK ILLAKI FERMENTE 240 G,ADT,2023-02-03,2023-07-24,76,843.0,11.092105263157896,2.0,116.0,172,0.4418604651162791,1093,possibly_inactive
13172237,DANET FUME HINDI KG,KG,2024-05-31,2025-12-20,53,20.648,0.38958490566037735,0.364,0.998,569,0.09314586994727592,213,possibly_inactive
13172238,DANET SUCUK FERMENTE 300G COGR.ISR.,ADT,2023-02-20,2026-07-20,879,4304.0,4.896473265073948,2.0,78.0,1247,0.7048917401764234,1,continuous
13172239,DANET SUCUK DANA BATON 300G,ADT,2023-02-21,2023-07-01,14,17.0,1.2142857142857142,1.0,3.0,131,0.10687022900763359,1116,possibly_inactive
13186073,DANET FUME DANA KABURGA KG,KG,2024-06-29,2024-07-04,2,0.4,0.2,0.2,0.3,6,0.3333333333333333,747,new_short_history
13186074,$DANET FUME DANA ROASTBEEF KG,KG,2024-06-12,2025-01-16,19,2.592,0.13642105263157894,0.108,0.26,219,0.0867579908675799,551,possibly_inactive
13190527,DANET JAMBON DANA 50 G,ADT,2023-03-03,2026-07-21,413,947.0,2.2929782082324457,2.0,11.0,1237,0.33387227162489896,0,intermittent
13190528,DANET FUME PILIC 60 G,ADT,2023-02-17,2026-07-20,356,911.0,2.558988764044944,2.0,14.0,1250,0.2848,1,intermittent
13190530,$DANET KAVURMA FUME 100G,ADT,2023-02-28,2023-12-19,37,43.0,1.162162162162162,1.0,2.0,295,0.12542372881355932,945,possibly_inactive
13190531,$DANET SALAM DANA MACAR 250G,ADT,2023-02-19,2024-07-15,77,100.0,1.2987012987012987,1.0,4.0,513,0.15009746588693956,736,possibly_inactive
13190535,DANET SOSIS DANA UZUN 250 G,ADT,2023-02-18,2026-07-10,242,320.0,1.322314049586777,1.0,6.0,1239,0.19531880548829703,11,intermittent
13190536,DANET SOSIS DANA KOKTEYL 250 G,ADT,2023-02-26,2026-07-05,223,287.0,1.2869955156950672,1.0,4.0,1226,0.18189233278955955,16,intermittent
13190537,DANET SOSIS PILIC UZUN 250G,ADT,2023-02-18,2026-06-23,70,85.0,1.2142857142857142,1.0,3.0,1222,0.057283142389525366,28,sparse
13190538,DANET SOSIS PILIC KOKTEYL 250G,ADT,2023-02-18,2026-02-20,96,116.0,1.2083333333333333,1.0,3.0,1099,0.08735213830755233,151,possibly_inactive
13190539,$DANET SOSIS DANA BRATWURST 250G,ADT,2023-03-08,2024-04-13,38,40.0,1.0526315789473684,1.0,2.0,403,0.09429280397022333,829,possibly_inactive
13190540,$DANET SOSIS DANA FRANKFURTHER 250G,ADT,2023-02-26,2024-02-10,54,67.0,1.2407407407407407,1.0,3.0,350,0.15428571428571428,892,possibly_inactive
13190582,$DANET FUME HINDI 150G OZEL PKT,ADT,2023-02-17,2025-01-09,47,72.0,1.5319148936170213,1.0,5.0,693,0.06782106782106782,558,possibly_inactive
13190583,$DANET SUCUK PILIC KANGAL 200G,ADT,2023-03-04,2023-07-04,6,6.0,1.0,1.0,1.0,123,0.04878048780487805,1113,possibly_inactive
13215825,KUZU KOKOREC DOG. 200 G DONUK,ADT,2023-02-25,2026-07-21,940,7796.0,8.293617021276596,6.0,87.0,1243,0.7562349155269509,0,continuous
13235960,POLONEZ MINI JAMBON DANA 50 G,ADT,2023-03-18,2026-07-17,664,2274.0,3.424698795180723,2.0,76.0,1218,0.5451559934318555,4,continuous
13235961,POLONEZ MINI SALAM DANA 50 G,ADT,2023-03-16,2026-07-15,839,3948.0,4.7056019070321815,3.0,34.0,1218,0.6888341543513957,6,continuous
13237772,POLONEZ MINI SALAM HINDI 50 G,ADT,2023-04-07,2026-06-22,633,3124.0,4.935229067930489,3.0,55.0,1173,0.5396419437340153,29,continuous
13237773,POLONEZ MINI FUME HINDI 50 G,ADT,2023-03-27,2026-07-19,1083,8474.0,7.824561403508772,6.0,56.0,1211,0.8943022295623452,2,continuous
13237774,POLONEZ MINI JAMBON HINDI 50 G,ADT,2023-03-18,2026-07-19,606,1682.0,2.7755775577557755,2.0,20.0,1220,0.4967213114754098,2,intermittent
13244966,POLONEZ CHEF FUME HINDI DILIMLI 500 G,ADT,2023-05-06,2024-08-04,26,32.0,1.2307692307692308,1.0,4.0,457,0.05689277899343545,716,possibly_inactive
13244967,POLONEZ CHEF JAMBON HINDI DILIMLI 750 G,ADT,2023-06-26,2023-08-05,3,3.0,1.0,1.0,1.0,41,0.07317073170731707,1081,possibly_inactive
13244968,POLONEZ CHEF JAMBON PILIC DILIMLI 750 G,ADT,2023-08-07,2023-08-07,1,1.0,1.0,1.0,1.0,1,1.0,1079,new_short_history
13244988,POLONEZ PASTIRMA CEMENSIZ 100 G SECME,ADT,2023-03-30,2026-03-12,750,14954.0,19.938666666666666,15.0,299.0,1079,0.6950880444856349,131,possibly_inactive
13245134,POLONEZ SOSIS DANA BRATWURST 300 G,ADT,2023-04-02,2026-07-17,330,467.0,1.415151515151515,1.0,8.0,1203,0.2743142144638404,4,intermittent
13245135,POLONEZ SOSIS DANA FRANKFURTER 350 G,ADT,2023-03-24,2026-07-07,322,462.0,1.434782608695652,1.0,7.0,1202,0.26788685524126454,14,intermittent
13245137,POLONEZ PASTIRMA CEMENSIZ 90 G,ADT,2023-03-26,2026-07-17,120,671.0,5.591666666666667,3.0,33.0,1210,0.09917355371900827,4,sparse
13245138,POLONEZ SALAM HINDI FISTIKLI 90 G,ADT,2023-03-18,2026-06-09,529,2766.0,5.228733459357278,4.0,27.0,1180,0.4483050847457627,42,intermittent
13245139,$POLONEZ SALAM DANA FISTIKLI 90 G,ADT,2023-04-07,2024-03-30,60,103.0,1.7166666666666666,1.0,8.0,359,0.1671309192200557,843,possibly_inactive
13245140,POLONEZ SOSIS PILIC JUMBO 320 G,ADT,2023-03-16,2026-07-14,448,713.0,1.5915178571428572,1.0,6.0,1217,0.36811832374691866,7,intermittent
13245157,POLONEZ MINI PASTIRMA CEMENSIZ 75 G,ADT,2023-03-19,2026-07-21,397,994.0,2.503778337531486,2.0,14.0,1221,0.32514332514332517,0,intermittent
13267648,ASR KELLE PACA DOGAL CORBA 750 G DNK,ADT,2023-04-22,2026-07-08,427,749.0,1.7540983606557377,1.0,10.0,1174,0.3637137989778535,13,intermittent
13267649,ASR AYAK PACA DOGAL CORBA 750 G DNK,ADT,2023-04-24,2026-07-21,316,454.0,1.4367088607594938,1.0,5.0,1185,0.26666666666666666,0,intermittent
13267650,ASR ISKEMBE DOGAL CORBA 750 G DNK,ADT,2023-04-22,2026-06-01,220,274.0,1.2454545454545454,1.0,4.0,1137,0.19349164467897978,50,intermittent
13268079,BOLCA HINDI KULBASTI 500 G,ADT,2023-04-30,2026-07-21,243,451.0,1.8559670781893005,1.0,7.0,1179,0.20610687022900764,0,intermittent
13268080,BOLCA HINDI SOTE BUT 500G AKDENIZ SOS,ADT,2023-05-03,2026-06-18,164,245.0,1.4939024390243902,1.0,5.0,1143,0.14348206474190725,33,intermittent
13268081,BOLCA HINDI SOTE BUT 500 G MEKSIKA SOS,ADT,2023-05-03,2026-01-19,97,133.0,1.3711340206185567,1.0,4.0,993,0.09768378650553877,183,possibly_inactive
13268083,BOLCA HINDI ALT BUT KEMISIZ 500 G,ADT,2023-04-27,2026-07-21,955,4342.0,4.546596858638743,4.0,20.0,1182,0.8079526226734348,0,continuous
13268084,BOLCA HINDI GOGUS DILIMLI 500 G,ADT,2023-04-28,2026-07-18,883,2547.0,2.884484711211778,2.0,15.0,1178,0.7495755517826825,3,continuous
13268085,BOLCA HINDI GOGUS SOTE 500 G,ADT,2023-04-27,2026-07-20,821,1919.0,2.3373934226552984,2.0,11.0,1181,0.6951735817104149,1,continuous
13268102,$BOLCA HINDI DONER 300 G,ADT,2023-05-02,2024-08-11,90,163.0,1.8111111111111111,1.0,8.0,468,0.19230769230769232,709,possibly_inactive
13269941,NAMET 7/24 SALAM DANA 50 G,ADT,2023-05-12,2026-07-21,1093,8282.0,7.5773101555352245,7.0,47.0,1167,0.9365895458440445,0,continuous
13286874,PINAR SUCUK DOYUM HINDI DILIMLI 250 G,ADT,2023-06-11,2026-07-21,204,258.0,1.2647058823529411,1.0,5.0,1137,0.17941952506596306,0,intermittent
13289263,DANET SUCUK FERMENTE VAK. 180 G,ADT,2023-06-17,2026-06-24,97,196.0,2.020618556701031,1.0,10.0,1104,0.08786231884057971,27,sparse
13293682,LEZITA PIL.DONER SOSLU 500 G,ADT,2023-07-14,2026-07-21,735,1818.0,2.473469387755102,2.0,14.0,1104,0.6657608695652174,0,continuous
13299966,$PINAR SUCUK HINDI 80 G,ADT,2023-06-27,2023-09-25,9,10.0,1.1111111111111112,1.0,2.0,91,0.0989010989010989,1030,possibly_inactive
13307253,$TORKU SALAM DANA 50 G,ADT,2023-08-01,2024-06-09,92,288.0,3.130434782608696,3.0,15.0,314,0.2929936305732484,772,possibly_inactive
13368673,$DANET HAZIR DILIM SALAM DANA 100 G,ADT,2023-10-12,2024-01-11,53,98.0,1.849056603773585,2.0,5.0,92,0.5760869565217391,922,possibly_inactive
13368674,$DANET HAZIR DILIM SALAM HINDI 100 G,ADT,2023-10-13,2024-01-22,52,98.0,1.8846153846153846,1.0,7.0,102,0.5098039215686274,911,possibly_inactive
13368675,$DANET HAZIR DILIM FUME HINDI 100 G,ADT,2023-10-13,2024-01-17,51,98.0,1.9215686274509804,1.0,7.0,97,0.5257731958762887,916,possibly_inactive
13368676,$DANET HAZIR DILIM FUME PILIC 100 G,ADT,2023-10-13,2024-01-24,42,67.0,1.5952380952380953,1.0,4.0,104,0.40384615384615385,909,possibly_inactive
13368680,$DANET HAZIR DILIM PASTIRMA 100 G,ADT,2023-10-15,2023-12-20,60,233.0,3.8833333333333333,3.0,13.0,67,0.8955223880597015,944,possibly_inactive
13368681,$DANET HAZIR DILIM KAVURMA 100 G,ADT,2023-10-17,2024-01-25,67,172.0,2.5671641791044775,2.0,14.0,101,0.6633663366336634,908,possibly_inactive
13380917,CUMHURIYET PASTIRMA CEMENSIZ 90 G,ADT,2023-09-07,2026-07-21,214,342.0,1.5981308411214954,1.0,9.0,1049,0.20400381315538607,0,intermittent
13386751,KOFTE SIS 300 G  ADET,ADT,2023-09-09,2026-07-21,988,3927.0,3.9746963562753037,4.0,17.0,1047,0.9436485195797517,0,continuous
13393980,$ERSAN JAMBON DANA 100 G (HAZIR DILIM),ADT,2023-10-21,2026-05-02,242,343.0,1.4173553719008265,1.0,6.0,925,0.2616216216216216,80,intermittent
13393981,ERSAN SALAM DANA 100 G (HAZIR DILIM),ADT,2023-10-28,2025-06-08,89,143.0,1.6067415730337078,1.0,9.0,590,0.15084745762711865,408,possibly_inactive
13409155,BOLEZ P.KOYLUM IZGARA TAVA KG MAP,KG,2025-09-01,2026-07-21,180,500.358,2.7797666666666667,2.4130000000000003,9.29,324,0.5555555555555556,0,continuous
13409157,BOLEZ P.KOYLUM BAGET KG MAP,KG,2025-09-01,2026-07-21,207,439.95799999999997,2.125400966183575,1.654,6.438,324,0.6388888888888888,0,continuous
13414478,ERSAN IMZA DANA KABURGA FUME 100 G,ADT,2023-11-04,2026-07-17,372,686.0,1.8440860215053763,1.0,11.0,987,0.3768996960486322,4,intermittent
