date,temperature_mean_c,temperature_max_c,precipitation_mm,snowfall_cm,cloud_cover_pct,wind_max_kmh,solar_radiation_mj_m2
2019-06-21,23.5,26.8,7.0,0.0,44.0,11.9,22.56
2019-06-22,25.7,30.3,0.6,0.0,36.0,10.1,27.17
2019-06-23,26.1,30.7,0.0,0.0,25.0,8.7,26.5
2019-06-24,26.4,32.4,0.0,0.0,1.0,13.8,29.37
2019-06-25,26.0,31.2,0.0,0.0,9.0,15.9,28.45
2019-06-26,26.1,31.1,0.0,0.0,19.0,17.4,26.75
2019-06-27,26.3,30.9,0.0,0.0,17.0,15.8,27.2
2019-06-28,25.1,30.3,0.3,0.0,7.0,14.5,29.24
2019-06-29,23.8,26.7,0.9,0.0,25.0,18.1,23.35
2019-06-30,21.2,25.9,0.0,0.0,21.0,16.6,23.74
2019-07-01,22.5,28.5,0.0,0.0,0.0,15.8,29.71
2019-07-02,24.4,30.4,0.0,0.0,0.0,13.8,29.46
2019-07-03,26.4,32.9,0.0,0.0,0.0,12.7,29.7
2019-07-04,27.1,31.7,0.0,0.0,3.0,14.5,28.81
2019-07-05,26.0,30.6,0.3,0.0,5.0,15.2,27.19
2019-07-06,25.1,29.2,0.0,0.0,8.0,13.7,27.21
2019-07-07,25.7,31.3,0.0,0.0,0.0,14.6,29.43
2019-07-08,26.2,32.9,0.0,0.0,7.0,9.1,28.71
2019-07-09,27.9,32.3,0.0,0.0,7.0,9.8,28.09
2019-07-10,25.7,29.7,0.9,0.0,42.0,15.8,24.34
2019-07-11,20.6,22.9,21.6,0.0,80.0,13.2,6.73
2019-07-12,21.4,25.1,0.0,0.0,26.0,11.4,25.08
2019-07-13,22.6,26.9,0.0,0.0,47.0,9.4,26.11
2019-07-14,19.9,22.7,2.7,0.0,92.0,6.1,13.83
2019-07-15,20.3,23.7,5.9,0.0,62.0,10.7,18.12
2019-07-16,22.5,27.7,0.0,0.0,19.0,14.7,27.91
2019-07-17,21.8,24.3,2.8,0.0,71.0,16.3,14.95
2019-07-18,23.2,26.5,0.0,0.0,32.0,12.1,22.53
2019-07-19,24.0,29.7,0.0,0.0,8.0,16.8,26.95
2019-07-20,24.8,30.1,0.0,0.0,27.0,13.9,23.96
2019-07-21,24.6,29.9,0.0,0.0,5.0,18.4,28.0
2019-07-22,24.7,30.4,0.0,0.0,1.0,18.8,28.32
2019-07-23,25.2,30.9,0.0,0.0,1.0,17.8,28.16
2019-07-24,23.7,26.5,1.5,0.0,27.0,12.6,20.93
2019-07-25,23.9,28.1,0.0,0.0,25.0,16.1,22.44
2019-07-26,24.7,31.0,0.0,0.0,0.0,15.4,28.18
2019-07-27,25.1,31.3,0.0,0.0,0.0,15.3,28.16
2019-07-28,25.3,30.2,0.0,0.0,8.0,12.5,26.89
2019-07-29,26.9,33.1,0.0,0.0,13.0,11.3,26.61
2019-07-30,26.4,30.6,0.0,0.0,15.0,10.9,23.76
2019-07-31,27.3,31.8,0.0,0.0,8.0,13.8,25.51
2019-08-01,27.4,33.3,0.0,0.0,3.0,17.6,26.45
2019-08-02,26.9,30.8,0.3,0.0,7.0,13.8,23.9
2019-08-03,28.1,33.9,0.0,0.0,0.0,8.3,26.83
2019-08-04,25.4,27.8,1.6,0.0,25.0,16.3,20.56
2019-08-05,23.5,28.2,0.0,0.0,16.0,17.4,23.23
2019-08-06,23.6,29.8,0.0,0.0,0.0,19.0,27.37
2019-08-07,24.1,31.8,0.0,0.0,0.0,15.5,27.44
2019-08-08,25.1,32.3,0.0,0.0,0.0,13.0,27.18
2019-08-09,25.7,32.3,0.0,0.0,0.0,15.2,27.11
2019-08-10,26.0,33.0,0.0,0.0,0.0,19.4,26.32
2019-08-11,26.6,33.1,0.0,0.0,2.0,19.7,26.28
2019-08-12,26.9,34.1,0.0,0.0,7.0,20.0,26.01
2019-08-13,26.9,34.2,0.0,0.0,1.0,15.5,25.83
2019-08-14,26.1,31.2,0.0,0.0,21.0,10.9,23.19
2019-08-15,26.2,28.9,0.0,0.0,79.0,14.2,14.89
